Title|Link|Discounted Price|Original Price|Discount
[AmiAmi Exclusive Bonus] Hanikami, Kanojo wa Koi wo Suru Kasane Minazumi 1/7 Complete Figure AmiAmi Limited Edition|https://www.amiami.com/eng/detail/?gcode=FIGURE-152416-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-152416-R|24,750 JPY|21.82%
RO-KYU-BU! SS - Airi Kashii -Usagi-san Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-013298-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-013298-R|10,780 JPY|33.4%
Love Live! Nijigasaki High School Idol Club Shioriko Mifune 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-174738-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-174738-R|25,300 JPY|5.22%
GOD EATER Alisa Ilinichina Amiella Crimson Anniversary Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-046214-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-046214-R|20,790 JPY|56.76%
DRACU-RIOT! Elina Oven 1/7 Scale Plastic Pre-painted Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-149884-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-149884-R|25,300 JPY|26.52%
ARMS NOTE Kouhai-chan of the Swimming Club Red Line Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144891-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-144891-R|19,800 JPY|34.09%
Phantasy Star Online 2 es Gene (Stella Memories Ver.) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-055499-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-055499-R|16,500 JPY|45.58%
[Bonus] Date A Live: Seirei Sairin Kurumi Tokisaki Sumi Black Chinese Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-160493-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-160493-R|22,000 JPY|9.18%
Horizon in the Middle of Nowhere - Tomo Asama 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-6221-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-6221-R|10,266 JPY|39.8%
Punishing: Gray Raven Qu: Crimson Blessing 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-138662-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-138662-R|18,900 JPY|41.9%
KDcolle Movie KonoSuba: God's Blessing on this Wonderful World! Kurenai Densetsu Aqua Oiran Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-130858-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-130858-R|20,900 JPY|6.79%
Muv-Luv Alternative Total Eclipse - Inia Sestina -Kourai- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5246-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-5246-R|7,700 JPY|5.45%
One-winged Jishia Vispo ORIGINAL 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-127420-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-127420-R|20,900 JPY|47.46%
Summer Time Rendering Ushio Kofune 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-170526-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-170526-R|16,800 JPY|4.88%
Comic Aun 2008 Dec. Issue Cover Illustration - Nao Aizawa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2644-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2644-R|9,114 JPY|60.94%
Hustler - Cardinal Red 1/7 Complete Figure from Happoubi Jin Artwork Collection "SWEET BODY"|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-1787-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-1787-R|9,114 JPY|34.39%
TV Anime "NieR:Automata Ver1.1a" "2B (YoRHa No.2 Type B) -Exploration-" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-172660-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-172660-R|27,720 JPY|20.71%
SIF EX - Shining Hearts: Mistral Nereis 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-3590-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-3590-R|10,780 JPY|42.67%
Nekopara Vanilla -Lovely Sweets Time- Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-152392-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-152392-R|22,660 JPY|14.03%
Majo no Tabitabi Elaina DX Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-124075-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-124075-R|21,780 JPY|11.94%
Bastard!! -Heavy Metal, Dark Fantasy- Sean Ari 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-015253-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-015253-R|14,190 JPY|15.79%
[AmiAmi Limited Edition] Date A Live Kurumi Tokisaki Lingerie Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-042680-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-042680-R|15,180 JPY|11.2%
Girls und Panzer the Movie - Anchovy Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-028791-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-028791-R|11,000 JPY|36.0%
7th Dragon III Code: VFD - Fortuner (Murumuru) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-017213-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-017213-R|14,080 JPY|33.38%
Moen Devil Ver. illustration by Kishi yasuri 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-141599-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-141599-R|22,550 JPY|50.91%
Sword Art Online Alice Swimsuit Ver. 1/7 Complete Figure (Dengekiya Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-060502-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-060502-R|14,278 JPY|39.42%
Heavily Armed High School Girls Roku 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-051054-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-051054-R|21,780 JPY|50.05%
[w/Bonus] Yu-Gi-Oh! Duel Monsters - Dark Magician Girl 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2240-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-2240-R|7,480 JPY|11.23%
Saekano: How to Raise a Boring Girlfriend Flat Michiru Hyodo -Lingerie ver.- 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-141862-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-141862-R|16,280 JPY|60.81%
KDcolle Re:ZERO -Starting Life in Another World- Ram & Rem Birthday Celebration Ver. Complete Set 1/7 Complete Figure [Goodsmile Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-120015-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-120015-R|34,760 JPY|20.94%
The Demon Girl Next Door Shadow Mistress Yuuko Swimsuit ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-121183-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-121183-R|13,750 JPY|47.27%
[Bonus] Saekano: How to Raise a Boring Girlfriend Flat - Megumi Kato Swimsuit Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-032606-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-032606-R|10,694 JPY|7.61%
Overlord CZ2128 Delta 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142289-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-142289-R|25,850 JPY|3.75%
Racing Miku 2012ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8237-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8237-R|13,409 JPY|29.3%
Fate/stay night Saber -10th Royal Dress ver.- 1/7 Complete Figure [Aniplex+ Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-118002-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-118002-R|17,600 JPY|13.18%
Azur Lane Le Triomphant Light Equipment Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-122743-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-122743-R|19,580 JPY|51.58%
[AmiAmi Exclusive Bonus] "Phantasy Star Online 2 es" Gene [Summer Vacation] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-156519-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-156519-R|19,800 JPY|7.68%
Muv-Luv Alternative Total Eclipse - Takamura Yui -Gekka- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-4510-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-4510-R|8,800 JPY|20.68%
[Bonus] WAHOO! Sword Art Online Alicization War of Underworld Asuna Undine Kyo Yuzen ver. 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-121697-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-121697-R|15,800 JPY|37.47%
Yuru Camp Chiaki Oogaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-131043-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-131043-R|19,580 JPY|45.2%
[Bonus] Umamusume Pretty Derby [Outrunning the Encroaching Heat] Kitasan Black 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-167800-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-167800-R|22,000 JPY|33.32%
Imouto sae Ireba Ii. - Miyako Shirakawa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-035404-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-035404-R|15,180 JPY|17.13%
Nekopara Vanilla -Pretty kitty Style- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-119706-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-119706-R|16,500 JPY|3.15%
Chainsaw Man Power 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-167424-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-167424-R|34,800 JPY|3.51%
"Rent-A-Girlfriend" Chizuru Mizuhara Date Dress Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139804-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-139804-R|19,580 JPY|58.73%
KDcolle Prisma*Illya Prisma*Fantasim Miyu Edelfelt Wedding Bikini Ver. 1/7 Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123616-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-123616-R|16,500 JPY|29.21%
Senjou no Valkyria DUEL - Juliana Everheart -X'mas Party- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-026926-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-026926-R|17,380 JPY|7.48%
Love Live! Super Star!! Chisato Arashi Baikakimu Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-168365-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-168365-R|24,200 JPY|5.04%
Movie "Saekano: How to Raise a Boring Girlfriend Fine" Eriri Spencer Sawamura Maid Ver. 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-135922-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-135922-R|16,500 JPY|52.48%
Arknights 1/7 Amiya Fresh Fastener VER. Regular Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-136606-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-136606-R|18,480 JPY|56.82%
Movie "Saekano: How to Raise a Boring Girlfriend Fine" Megumi Kato Graduation ver. 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-121047-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-121047-R|16,500 JPY|23.76%
[Bonus] Awahara Shiori Stewardess ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135447-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-135447-R|18,700 JPY|42.35%
The Hidden Dungeon Only I Can Enter Emma Brightness 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-123597-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-123597-R|17,380 JPY|48.33%
Hatsune Miku "Magical Mirai 2021" Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-132888-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-132888-R|28,930 JPY|10.2%
A-Z: [F01] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148902-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-148902-R|29,700 JPY|40.0%
Love Live! - Eli Ayase Halloween Ver. 1/7 Complete Figure [Premium Bandai, MegaTrea Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-018477-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-018477-R|15,840 JPY|30.11%
THE IDOLM@STER Cinderella Girls Miria Akagi [Orikou Maid-san] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-053804-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-053804-R|15,180 JPY|13.44%
DC COMICS Bishoujo DC UNIVERSE Mary (Shazam! Family) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-050742-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-050742-R|10,780 JPY|8.35%
Persona 5 Dancing in Starlight Ann Takamaki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-119016-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-119016-R|18,480 JPY|7.58%
KDcolle Character Vocal Series 01 Hatsune Miku Lucky Miku ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159315-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-159315-R|32,780 JPY|14.95%
[Bonus] Love Live! Sunshine!! Yoshiko Tsushima Blu-ray Jacket Ver. (Limited Edition!!) 1/7 Complete Figure (A-on STORE Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-052566-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-052566-R|16,093 JPY|66.32%
7th Dragon 2020-II - Samurai (Katanako) Another Color Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-007534-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-007534-R|11,000 JPY|56.55%
"Girls' Frontline" ZB-26 The 1000th Paper Crane Heavy -Damage Ver.- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-166772-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-166772-R|33,000 JPY|8.85%
KDcolle Strike the Blood Yukina Himeragi Everlasting Summer Wedding Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-118073-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-118073-R|17,380 JPY|32.8%
GOODSMILE RACING & TYPE-MOON RACING Jeanne d'Arc Racing Ver. 1/7 Complete Figure [Goodsmile Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-130766-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-130766-R|17,800 JPY|49.55%
KDcolle The Eminence in Shadow Beta : Light Novel 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-161114-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-161114-R|24,750 JPY|23.31%
Yoga Shoujo illustration by Kinku 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-169347-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-169347-R|8,800 JPY|3.64%
Saekano: How to Raise a Boring Girlfriend - Utaha Kasumigaoka 1/7 Complete Figure (w/Bonus: Motif Illustration Postcard)|https://www.amiami.com/eng/detail/?gcode=FIGURE-010871-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-010871-R|9,981 JPY|24.06%
MARVEL BISHOUJO MARVEL UNIVERSE Thor (Jane Foster) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142196-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-142196-R|16,500 JPY|60.36%
Nijisanji Hyakumantenbara Salome 1/7 Complete Figure (Kotobukiya Shop Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-170381-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-170381-R|21,780 JPY|45.0%
Petunia 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-144239-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-144239-R|20,900 JPY|13.97%
THE IDOLM@STER SHINY COLORS Madoka Higuchi Clear Marine Calm Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-127562-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-127562-R|19,580 JPY|9.91%
Azur Lane Yamashiro Kai 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-047921-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-047921-R|24,200 JPY|47.19%
No Game No Life Shiro 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-126974-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-126974-R|17,800 JPY|10.22%
Shokei Shoujo no Virgin Road "Menou" 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-139776-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-139776-R|29,370 JPY|64.32%
Kantai Collection -Kan Colle- Kashima [Xmas]mode w/Limited Edition Military Patch 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-148917-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-148917-R|23,100 JPY|58.96%
Lucrea Princess Connect! Re:Dive Shizuru (Summer) 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-150363-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-150363-R|27,500 JPY|44.44%
THE IDOLM@STER SHINY COLORS [Feb.] Madoka Higuchi 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-158762-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-158762-R|23,980 JPY|6.26%
[AmiAmi Exclusive Bonus] Syuria-chan illustration by JackDempa 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143934-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-143934-R|27,500 JPY|28.07%
To Love-Ru Darkness Haruna Sairenji 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-042759-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-042759-R|15,180 JPY|31.62%
THE IDOLM@STER SHINY COLORS Natsu ni Koisuru Pizzicato! Meguru Hachimiya 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-058071-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-058071-R|16,280 JPY|12.29%
KDcolle Saekano: How to Raise a Boring Girlfriend Megumi Kato Pillow Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-052424-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-052424-R|15,180 JPY|19.37%
Re:ZERO -Starting Life in Another World- Rem -Wedding Dress- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-128589-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-128589-R|25,740 JPY|16.55%
[Bonus] PLATONICA Illustrated by Tiv 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-145074-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-145074-R|17,600 JPY|37.61%
Princess Connect! Re:Dive Kyoka 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-142677-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-142677-R|23,800 JPY|49.66%
Shining Blade Sakuya Mode Change Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-054401-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-054401-R|16,500 JPY|21.33%
THE IDOLM@STER Cinderella Girls Miku Maekawa Dreaming Bride ver. Limited Edition 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-052209-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-052209-R|17,600 JPY|33.64%
[Bonus] Saekano: How to Raise a Boring Girlfriend Flat Michiru Hyodo -Lingerie ver.- 1/7 Complete Figure (ANIPLEX+ Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-141469-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-141469-R|16,280 JPY|50.98%
Re:ZERO -Starting Life in Another World- Emilia -Childhood Memories- 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-130846-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-130846-R|11,880 JPY|48.23%
Bunny Girl Tied Up 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-143532-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-143532-R|19,580 JPY|29.67%
THE IDOLM@STER Cinderella Girls - Shiki Ichinose Perfume Tripper Ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-033096-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-033096-R|22,880 JPY|29.55%
Zettai! Fuuki Iinchou Kamihigano Sei Black Gal ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-135921-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-135921-R|21,780 JPY|68.41%
Girls und Panzer the Movie - Alice Shimada 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-022846-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-022846-R|12,100 JPY|25.79%
[Bonus] Re:ZERO -Starting Life in Another World- Rem 1/7 Complete Figure [Chara-ani Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-035037-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-035037-R|13,750 JPY|5.82%
[Bonus] "DF" Series Luphia 1/7 Complete Figure [Goodsmile Online Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIGURE-136555-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-136555-R|19,800 JPY|38.18%
My Teen Romantic Comedy SNAFU. Completion Iroha Isshiki 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-118968-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-118968-R|14,980 JPY|18.29%
[Bonus] "Chainsaw Man" Chainsaw Man 1/7 Complete Figure (SHIBUYA SCRAMBLE FIGURE Online Store, Amazon Exclusive)|https://www.amiami.com/eng/detail/?gcode=FIGURE-159014-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-159014-R|46,200 JPY|38.44%
Muv-Luv Alternative Total Eclipse - Inia Sestina -SUKUMIZU- 1/7 Complete Figure [Kotobukiya Shop Exclusive]|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8199-R|https://www.amiami.com/eng/detail/?gcode=FIG-MOE-8199-R|7,700 JPY|27.53%
Girls und Panzer Senshadou Daisakusen! Shiho Nishizumi [Oarai Girls High] 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-159851-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-159851-R|22,000 JPY|38.73%
DreamTech THE IDOLM@STER Cinderella Girls [Summer*Usamin] Nana Abe 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-050982-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-050982-R|16,280 JPY|24.51%
KDcolle "Love Live! Nijigasaki High School Idol Club" Shizuku Osaka Beach Girl ver. 1/7 Complete Figure|https://www.amiami.com/eng/detail/?gcode=FIGURE-146452-R|https://www.amiami.com/eng/detail/?gcode=FIGURE-146452-R|19,250 JPY|30.18%
